"","fatality","time_of_day","day_of_week","month","number_of_colliding_vehicles","heavy_vehicle_involved","accident_at_intersection","inappropriate_turning"
"337285",0,"16","1","9","2","0","1","0"
"334533",0,"20","5","9","2","0","1","0"
"41735",0,"18","2","1","2","0","1","0"
"128416",0,"16","5","8","2","0","0","0"
"405855",0,"13","2","5","2","0","1","0"
"418736",0,"16","2","5","2","0","1","0"
"263150",0,"16","4","1","2","0","0","0"
"378748",0,"21","4","7","2","0","1","0"
"413205",0,"20","4","5","2","0","0","0"
"308175",0,"19","5","10","3","0","1","0"
"131956",0,"7","0","8","2","0","1","0"
"219483",0,"7","2","3","2","0","1","0"
"198552",0,"7","1","5","2","0","1","0"
"53982",0,"16","2","12","2","0","1","0"
"468538",0,"5","6","2","2","0","1","0"
"436157",0,"9","0","4","2","0","1","0"
"450792",0,"9","1","3","2","0","1","0"
"105511",0,"5","6","9","1","0","1","0"
"103445",0,"11","2","9","2","0","0","0"
"251111",0,"16","2","2","2","0","1","0"
"80532",0,"8","3","11","1","0","0","0"
"228030",0,"15","1","3","2","0","0","0"
"279509",0,"21","3","12","2","0","1","0"
"323983",0,"13","2","10","3","0","1","0"
"92585",0,"15","5","10","2","0","0","0"
"15384",0,"8","0","2","1","0","1","0"
"477578",0,"16","2","1","2","0","1","0"
"329854",0,"12","6","9","2","0","1","0"
"361297",0,"6","4","8","1","0","1","0"
"350082",0,"0","1","8","2","0","1","0"
"372768",0,"14","0","7","2","0","1","0"
"128954",0,"12","4","8","2","0","1","0"
"396942",0,"10","2","6","2","0","1","0"
"298458",0,"8","1","11","1","0","0","0"
"95008",0,"12","2","10","1","0","0","0"
"287049",0,"22","5","12","2","0","1","0"
"184312",0,"19","2","5","2","0","0","0"
"50292",0,"17","1","12","1","0","1","0"
"152039.1",0,"20","4","7","2","0","1","0"
"277629",0,"9","6","12","3","0","1","0"
"353986",0,"14","2","8","2","0","1","0"
"431741",0,"19","2","4","2","0","1","0"
"102287",0,"15","4","9","2","0","0","0"
"461280",0,"16","5","2","2","0","1","0"
"23743",0,"4","6","2","2","0","0","0"
"379809",0,"13","2","7","2","0","1","0"
"165376",0,"17","4","6","2","0","1","0"
"301946",0,"6","2","11","3","0","1","0"
"314338",0,"8","3","10","2","0","0","0"
"86606",0,"8","1","10","2","0","1","0"
"412464",0,"19","5","5","2","0","1","0"
"388116",0,"12","2","6","2","0","1","0"
"83146",0,"20","6","10","2","0","1","0"
"351344",0,"16","6","8","2","0","1","0"
"341338",0,"16","2","9","2","0","1","0"
"179791",0,"12","2","6","2","0","1","0"
"383368",0,"16","3","7","2","0","1","0"
"26073",0,"15","2","2","2","0","0","0"
"298244",0,"19","1","11","2","0","1","0"
"106148",0,"20","5","9","2","0","0","0"
"92170",0,"2","6","10","1","0","0","0"
"125812",0,"8","2","8","2","0","0","0"
"161722",0,"10","2","6","2","0","1","0"
"258841",0,"19","4","1","2","0","0","0"
"124202",0,"13","5","8","2","0","0","0"
"354200",0,"9","1","8","2","0","1","0"
"196066",0,"13","5","5","2","0","1","0"
"82371",0,"5","0","10","1","0","1","0"
"152913",0,"7","3","7","2","0","0","0"
"244265",0,"22","2","2","4","0","1","0"
"469784",0,"11","3","2","2","0","1","0"
"265127",0,"13","1","1","2","0","1","0"
"105325",0,"9","6","9","1","0","0","0"
"251915",0,"10","1","2","2","0","0","0"
"391175",0,"16","5","6","2","0","1","0"
"192250",0,"17","4","5","2","0","0","0"
"456955",0,"18","6","3","2","0","1","0"
"31918",0,"8","5","1","1","0","1","0"
"97083",0,"19","5","10","1","0","1","0"
"363306",0,"16","1","8","1","0","1","0"
"395196",0,"12","5","6","2","0","1","0"
"58507",0,"14","2","12","2","0","0","0"
"61521",0,"11","4","12","1","0","0","0"
"394099",0,"2","0","6","1","1","0","0"
"327491",0,"17","3","10","2","0","1","0"
"346415",0,"8","1","9","3","0","1","0"
"68842",0,"15","0","11","2","0","0","0"
"64674",0,"0","0","11","2","0","0","0"
"79689",0,"8","4","11","2","0","1","0"
"389891",0,"11","0","6","2","0","0","0"
"223592",0,"6","2","3","2","0","1","0"
"244190",0,"13","2","2","2","0","1","0"
"278442",0,"10","4","12","2","0","1","0"
"429249",0,"3","6","4","2","0","1","0"
"373005",0,"13","6","7","2","0","0","0"
"409516",0,"20","3","5","2","0","1","0"
"421429",0,"9","5","5","2","0","1","0"
"429299",0,"13","6","4","2","0","1","0"
"179549",0,"8","2","6","2","0","1","0"
"424749",0,"13","6","4","2","0","1","0"
"217336",0,"16","5","4","2","0","1","0"
"457031",0,"20","5","2","2","0","1","0"
"399842",0,"12","4","6","2","0","1","0"
"110205",0,"0","6","9","2","0","0","0"
"269540",0,"18","0","1","2","1","0","0"
"348126",0,"23","5","8","2","0","1","0"
"47453",0,"11","5","12","2","0","0","0"
"46606",0,"16","0","12","2","0","0","0"
"280264",0,"12","2","12","2","0","1","0"
"293282",0,"7","1","11","2","0","1","0"
"76664",0,"17","2","11","3","0","1","0"
"195523",0,"14","6","5","2","0","1","0"
"91231",0,"13","1","10","1","0","1","0"
"354228",0,"19","1","8","2","0","1","0"
"328791",0,"15","1","9","2","1","1","0"
"407205",0,"16","0","5","2","0","1","0"
"302612",0,"7","1","11","2","0","1","0"
"17777",0,"14","2","2","1","0","0","0"
"283370",0,"18","4","12","2","0","1","0"
"143565",0,"0","2","7","2","0","1","0"
"394821",0,"18","6","6","2","0","1","0"
"337032",0,"17","2","9","1","0","1","0"
"199282",0,"7","0","5","2","0","1","0"
"340009",0,"9","4","9","2","0","1","0"
"428567",0,"15","0","4","1","0","1","0"
"206163",0,"8","2","4","2","0","0","0"
"124034.1",0,"15","5","8","3","0","1","0"
"357491",0,"15","3","8","2","0","1","0"
"112379",0,"23","3","9","1","0","0","0"
"336938",0,"13","2","9","4","0","1","0"
"296324",0,"11","4","11","2","0","1","0"
"329049",0,"23","1","9","2","0","1","0"
"338784",0,"10","5","9","2","0","1","0"
"150322",0,"0","0","7","2","0","1","0"
"15260",0,"6","0","2","2","0","1","0"
"37782",0,"9","2","1","2","0","0","0"
"472404",0,"13","6","2","2","0","0","0"
"298014",0,"10","1","11","3","0","1","0"
"81185",0,"11","2","11","1","0","1","0"
"69547",0,"12","5","11","1","0","1","0"
"386744",0,"10","4","6","2","1","1","0"
"134494",0,"17","3","8","2","0","1","0"
"55958",0,"19","6","12","2","0","1","0"
"165540",0,"4","4","6","3","0","0","0"
"468883",0,"10","5","2","2","0","1","0"
"97552",0,"0","4","10","1","0","1","0"
"31641",0,"16","5","1","2","0","1","0"
"342524",0,"19","0","9","2","0","1","0"
"259835.1",0,"18","3","1","2","0","1","0"
"426743",0,"15","3","4","2","0","1","0"
"472776",0,"13","5","1","2","0","1","0"
"300101",0,"5","5","11","3","0","0","0"
"318740",0,"9","3","10","1","0","1","0"
"377209",0,"17","0","7","2","0","1","0"
"458556",0,"22","3","2","2","0","0","0"
"119846",0,"13","5","9","2","0","0","0"
"423205",0,"16","2","4","3","0","1","0"
"19220",0,"15","0","2","1","0","1","0"
"203945",0,"1","5","4","1","0","1","0"
"165820",0,"8","3","6","1","0","1","0"
"415395",0,"9","1","5","2","1","1","0"
"281609",0,"22","0","12","2","0","1","0"
"88012",0,"0","5","10","4","0","0","0"
"323063",0,"16","3","10","3","0","1","0"
"312384",0,"16","6","10","2","0","1","0"
"375276",0,"21","3","7","2","0","1","0"
"425725",0,"8","5","4","2","0","1","0"
"466476",0,"0","3","2","2","0","1","0"
"239615",0,"12","3","2","2","0","1","0"
"49923",0,"18","1","12","1","0","0","0"
"191344",0,"14","5","5","2","0","0","0"
"33520",0,"13","2","1","2","0","1","0"
"396924",0,"10","2","6","2","0","1","0"
"299857",0,"13","5","11","2","0","0","0"
"320760",0,"8","0","10","1","0","1","0"
"210033",0,"14","3","4","4","0","1","0"
"310547",0,"20","2","10","2","0","1","0"
"307559",0,"12","0","11","1","0","1","0"
"69849",0,"0","5","11","2","0","1","0"
"338368",0,"12","6","9","2","1","1","0"
"368313",0,"10","0","7","2","0","1","0"
"370252",0,"17","4","7","2","1","1","0"
"274581",0,"11","3","12","2","0","1","0"
"56633",0,"15","5","12","2","0","0","0"
"316003",0,"16","0","10","1","0","1","0"
"63251",0,"7","2","11","2","0","0","1"
"238184",0,"18","6","2","2","0","1","0"
"211260",0,"11","1","4","2","0","0","0"
"238978",0,"12","4","2","2","0","1","0"
"302977",0,"9","0","11","2","0","1","0"
"132858",0,"16","5","8","2","0","0","0"
"422091",0,"14","4","5","1","0","1","0"
"372677",0,"14","0","7","2","0","1","0"
"389674",0,"8","0","6","2","1","0","1"
"335578",0,"7","4","9","2","0","1","0"
"169481",0,"20","5","6","2","0","1","0"
"264715",0,"7","1","1","1","0","1","0"
"158636",0,"21","0","7","2","0","1","0"
"32687",0,"9","4","1","2","0","0","1"
"370521",0,"16","3","7","2","0","1","1"
"359475",0,"16","0","8","2","0","1","0"
"14065",0,"12","2","2","2","0","1","0"
"119044",0,"16","6","9","2","0","1","0"
"229103",0,"23","0","3","1","0","1","0"
"218870",0,"8","3","3","2","0","1","0"
"460493",0,"8","0","2","2","0","0","0"
"355574",0,"13","6","8","2","0","0","0"
"336171",0,"11","3","9","2","0","1","0"
"281954",0,"16","6","12","2","0","0","0"
"171384",0,"17","2","6","2","0","0","0"
"86662",0,"19","1","10","2","0","0","0"
"270124",0,"18","6","1","2","0","1","0"
"189849",0,"0","1","5","2","0","0","0"
"416877",0,"13","5","5","2","0","1","0"
"14079",0,"16","2","2","2","0","0","0"
"454097",0,"23","3","3","2","0","1","0"
"68502",0,"17","0","11","1","0","1","0"
"57482",0,"13","4","12","1","0","1","0"
"44623",0,"16","3","12","2","0","1","0"
"39258",0,"11","6","1","1","0","1","0"
"66343",0,"18","3","11","2","0","0","0"
"158190",0,"14","1","7","2","0","1","0"
"110165",0,"18","6","9","2","0","1","0"
"102075",0,"11","4","9","1","0","0","0"
"37574",0,"10","2","1","0","0","0","0"
"215522",0,"21","1","4","2","0","0","0"
"385232",0,"6","0","6","2","0","1","0"
"363449",0,"4","1","8","1","1","0","0"
"472158",0,"14","0","2","2","0","1","0"
"64899",0,"14","6","11","2","0","0","0"
"214637",0,"23","3","4","2","0","0","0"
"400402",0,"7","4","6","2","1","1","0"
"370460",0,"13","3","7","1","0","1","0"
"75863",0,"7","3","11","2","0","0","0"
"215720",0,"22","1","4","2","0","1","0"
"302696",0,"13","1","11","2","0","1","0"
"130473",0,"18","2","8","1","0","1","0"
"61032",0,"19","5","12","2","0","0","0"
"141681",0,"16","5","7","3","0","0","0"
"11182",0,"16","1","2","1","0","1","0"
"91052",0,"20","1","10","3","0","1","0"
"123815",0,"19","5","8","2","0","1","0"
"135080",0,"9","2","8","2","0","0","0"
"110819",0,"17","5","9","2","0","1","0"
"396030",0,"13","3","6","2","0","0","0"
"310842",0,"21","1","10","2","0","1","0"
"317466",0,"10","5","10","2","0","1","0"
"334395",0,"15","5","9","2","0","1","0"
"466931",0,"13","2","2","2","0","1","0"
"344159",0,"1","4","9","3","0","1","0"
"173292",0,"15","5","6","2","0","0","0"
"32670",0,"19","4","1","1","0","1","0"
"137883",0,"16","4","8","2","0","0","0"
"51543",0,"0","6","12","2","0","1","0"
"63239",0,"4","2","11","1","0","1","0"
"151007",0,"1","5","7","1","0","1","0"
"119214",0,"5","6","9","1","0","0","0"
"294715",0,"15","6","11","1","0","0","0"
"7196",0,"14","0","3","2","0","0","0"
"439391",0,"20","1","3","2","0","1","0"
"94040",0,"14","3","10","2","0","1","0"
"55082",0,"23","0","12","1","0","1","0"
"152322",0,"14","4","7","2","0","0","0"
"215476",0,"17","1","4","2","0","0","0"
"298450",0,"9","1","11","2","0","1","0"
"272400",0,"16","1","12","3","0","1","0"
"314267",0,"17","3","10","1","0","1","0"
"132684",0,"14","5","8","2","0","0","0"
"120251",0,"21","4","9","2","0","1","0"
"90246",0,"14","2","10","2","0","0","0"
"146040.1",0,"12","6","7","2","0","0","0"
"172895",0,"18","6","6","3","0","1","0"
"8539",0,"22","5","3","2","0","1","0"
"114793",0,"13","6","9","2","0","0","0"
"269975",0,"12","6","1","2","0","1","0"
"378184",0,"9","5","7","2","0","1","0"
"74604",0,"15","5","11","4","0","0","0"
"162393",0,"9","1","6","2","0","0","0"
"383142",0,"16","3","7","2","0","0","0"
"421411",0,"5","5","5","2","0","0","0"
"192101",0,"10","4","5","2","1","0","0"
"468642",0,"0","6","2","2","0","1","0"
"306599",0,"9","1","11","2","0","1","0"
"164026",0,"19","6","6","2","0","1","0"
"284501",0,"14","2","12","2","0","0","0"
"271713",0,"17","3","12","2","0","1","0"
"373926",0,"16","5","7","2","0","1","0"
"119861",0,"4","5","9","2","0","1","0"
"59038",0,"16","1","12","2","0","0","0"
"66370",0,"15","3","11","2","0","0","0"
"90499",0,"21","2","10","2","0","1","0"
"19453",0,"15","0","2","2","0","0","0"
"257180",0,"6","0","1","2","0","1","0"
"350243.1",0,"16","1","8","2","0","1","0"
"349551",0,"13","2","8","3","0","1","1"
"197193",0,"4","4","5","2","0","1","0"
"414459",0,"17","2","5","2","0","1","0"
"101356",0,"1","5","10","2","0","0","0"
"411436",0,"8","0","5","3","0","1","0"
"143650",0,"13","2","7","2","0","0","0"
"51090",0,"10","6","12","2","0","0","0"
"34302.1",0,"12","1","1","2","0","0","0"
"359490",0,"17","0","8","2","0","1","0"
"171692",0,"8","2","6","2","0","0","0"
"358066",0,"10","2","8","2","0","1","0"
"15451.1",0,"12","6","2","2","0","1","0"
"239079",0,"16","4","2","2","0","1","0"
"206988",0,"23","1","4","1","0","0","0"
"43571",0,"15","5","12","2","0","0","0"
"412943",0,"0","4","5","2","0","1","0"
"440829",0,"4","5","3","2","0","1","0"
"100625",0,"21","0","10","2","0","1","0"
"154652",0,"16","0","7","2","0","1","0"
"330131",0,"7","6","9","2","0","1","0"
"91568",0,"19","0","10","1","0","1","0"
"16594",0,"0","4","2","3","0","0","0"
"400771",0,"20","3","6","3","1","0","0"
"473708",0,"17","4","1","2","0","1","0"
"70950",0,"18","3","11","2","0","0","0"
"90887",0,"14","1","10","2","0","0","0"
"411270",0,"16","0","5","2","0","1","0"
"96643",0,"20","6","10","2","0","1","0"
"434431",0,"10","4","4","2","0","1","0"
"74027",0,"16","6","11","0","0","0","0"
"35159",0,"18","6","1","2","0","0","0"
"352854",0,"16","4","8","2","0","1","0"
"66678",0,"12","3","11","2","0","0","0"
"161620.1",0,"9","2","6","2","0","0","0"
"343939",0,"0","4","9","2","0","0","0"
"342482",0,"17","0","9","2","0","1","0"
"404309",0,"11","4","5","3","0","1","0"
"440343",0,"14","6","3","2","0","0","0"
"312365",0,"10","6","10","2","0","0","0"
"48545",0,"19","3","12","1","0","1","0"
"430122",0,"22","4","4","3","0","0","0"
"38634",0,"10","0","1","1","0","0","0"
"460249",0,"17","0","2","2","0","1","0"
"150276",0,"9","0","7","1","0","0","0"
"120218",0,"20","4","9","2","0","1","0"
"149602",0,"21","1","7","2","0","0","0"
"280990",0,"9","1","12","1","0","1","0"
"337689",0,"9","0","9","2","0","1","0"
"179236",0,"8","3","6","2","0","1","0"
"90611",0,"21","2","10","2","0","0","0"
"21198",0,"20","4","2","2","0","0","0"
"153551",0,"8","2","7","2","0","1","0"
"386930",0,"17","4","6","2","0","1","0"
"406131",0,"7","2","5","2","0","1","0"
"408956",0,"8","4","5","2","0","1","1"
"182312",0,"19","5","5","2","0","1","0"
"101384",0,"22","5","10","2","0","0","0"
"102418",0,"15","4","9","2","0","0","0"
"187086",0,"8","5","5","1","0","1","0"
"19509",0,"10","0","2","2","0","1","0"
"390849",0,"3","6","6","2","0","1","0"
"403077.1",0,"10","6","5","2","0","1","0"
"42608",0,"8","1","1","1","0","1","0"
"70204",0,"7","4","11","2","0","0","0"
"35787",0,"0","5","1","2","0","0","0"
"416153",0,"11","0","5","2","0","0","0"
"164386",0,"19","5","6","2","0","0","0"
"340256",0,"13","3","9","2","0","0","0"
"360679",0,"8","5","8","2","1","1","0"
"222911",0,"22","3","3","2","0","1","0"
"213989",0,"17","4","4","3","0","1","0"
"92576",0,"15","5","10","2","0","1","0"
"287051",0,"22","5","12","2","0","0","0"
"86165",0,"16","2","10","2","0","0","0"
"22570",0,"19","1","2","1","0","1","0"
"223206",0,"15","3","3","2","0","1","0"
"178252",0,"18","4","6","2","0","1","0"
"72104",0,"21","2","11","2","0","0","0"
"84821",0,"20","3","10","2","0","0","0"
"272062",0,"7","2","12","2","0","1","0"
"361299",0,"6","4","8","2","0","1","0"
"312832",0,"12","5","10","2","0","1","0"
"344778",0,"17","3","9","2","0","1","0"
"252440",0,"18","0","2","2","0","1","0"
"167875",0,"7","0","6","2","0","0","0"
"244190.1",0,"13","2","2","2","0","1","0"
"325021",0,"20","0","10","2","0","0","0"
"427738",0,"8","1","4","2","0","1","0"
"278149",0,"11","5","12","3","0","1","0"
"40484",0,"15","4","1","2","0","1","0"
"307363",0,"9","0","11","2","0","1","0"
"65303",0,"9","6","11","1","0","0","0"
"241097",0,"11","0","2","2","0","1","0"
"75961",0,"16","3","11","2","0","1","0"
"375551.1",0,"16","2","7","2","0","1","0"
"236476",0,"17","1","3","2","0","1","1"
"459716",0,"21","1","2","2","0","1","0"
"336110",0,"8","3","9","2","0","1","0"
"331047",0,"1","4","9","2","0","1","0"
"403879",0,"19","5","5","2","0","1","0"
"419627",0,"13","1","5","2","0","1","0"
"438533",0,"9","2","4","2","0","1","0"
"366714",0,"6","3","7","2","0","1","0"
"63251.1",0,"7","2","11","2","0","0","1"
"72046",0,"17","2","11","1","0","0","0"
"46266",0,"11","0","12","2","0","0","0"
"206445",0,"18","2","4","2","0","0","0"
"379431",0,"8","3","7","3","0","1","0"
"396148",0,"12","3","6","2","0","1","0"
"170827",0,"23","3","6","2","0","0","0"
"262656",0,"4","5","1","1","0","1","0"
"119101",0,"18","6","9","2","0","0","0"
"234561",0,"11","4","3","2","0","1","0"
"132081",0,"9","0","8","1","0","0","0"
"95655",0,"14","1","10","1","0","1","0"
"36355",0,"17","4","1","2","0","1","0"
"110186",0,"8","6","9","1","0","0","0"
"330697",0,"23","5","9","2","0","1","1"
"316001",0,"16","0","10","1","0","1","0"
"406259",0,"15","2","5","2","0","1","0"
"415821",0,"16","0","5","1","0","1","0"
"381106",0,"15","0","7","2","0","1","0"
"273212",0,"16","0","12","2","1","1","0"
"166019",0,"14","3","6","1","0","1","0"
"401007",0,"0","2","6","1","0","1","0"
"204897",0,"18","4","4","2","0","1","0"
"466963",0,"15","2","2","2","0","1","0"
"418833",0,"11","2","5","1","0","1","0"
"386093",0,"5","5","6","5","0","1","0"
"269554",0,"19","0","1","2","0","1","0"
"345933",0,"14","1","9","2","0","1","0"
"460958",0,"10","6","2","2","1","1","0"
"6081",0,"20","2","3","1","0","1","0"
"155021",0,"17","6","7","2","0","0","0"
"190668",0,"6","0","5","1","0","1","0"
"456929",0,"22","6","3","2","0","1","0"
"380978",0,"21","0","7","2","1","1","0"
"62197",0,"11","3","12","2","0","0","0"
"84782",0,"18","3","10","1","0","1","0"
"139216",0,"13","2","8","2","0","0","0"
"451161",0,"10","0","3","1","0","1","0"
"217909",0,"11","4","4","1","0","1","0"
"215363.1",0,"14","2","4","1","0","1","0"
"388422",0,"17","2","6","2","0","1","0"
"167129",0,"16","1","6","2","0","1","0"
"245882",0,"13","5","2","2","1","1","0"
"461781",0,"12","4","2","2","0","1","0"
"180160",0,"15","2","6","2","0","1","0"
"131365",0,"11","1","8","2","0","1","0"
"325908",0,"11","5","10","2","0","1","0"
"163545.1",0,"9","0","6","2","0","1","0"
"320008",0,"12","1","10","3","0","1","0"
"449882",0,"15","2","3","2","0","1","0"
"389247",0,"22","1","6","2","0","1","0"
"103529",0,"19","2","9","2","0","0","0"
"330010",0,"2","6","9","2","0","0","0"
"285434",0,"10","1","12","2","0","1","0"
"321707",0,"23","5","10","2","0","1","0"
"185983",0,"9","0","5","2","0","1","0"
"129350",0,"8","4","8","2","0","1","0"
"348506",0,"7","4","8","2","0","1","1"
"301917",0,"23","2","11","2","0","1","0"
"400254",0,"8","4","6","2","0","0","0"
"265231",0,"3","1","1","2","0","0","0"
"234355",0,"20","5","3","2","0","1","0"
"308277",0,"20","5","10","1","0","1","0"
"428565",0,"15","0","4","2","1","1","0"
"5977",0,"10","2","3","2","0","0","0"
"155844",0,"23","5","7","2","0","1","0"
"238262",0,"16","5","2","2","0","1","0"
"198584",0,"0","1","5","2","0","0","0"
"262962",0,"11","4","1","1","0","1","0"
"49914",0,"15","1","12","2","0","0","0"
"93677",0,"16","4","10","2","0","0","0"
"431567",0,"16","2","4","2","1","1","0"
"9375",0,"20","4","3","2","0","1","0"
"425747",0,"12","5","4","2","0","1","0"
"444607",0,"12","5","3","1","0","1","0"
"439766",0,"16","0","3","2","1","1","0"
"160655",0,"8","4","7","2","0","1","0"
"115644",0,"12","5","9","2","0","0","0"
"87245",0,"17","0","10","2","0","1","0"
"442314",0,"19","2","3","2","0","1","0"
"149462",0,"21","1","7","2","0","0","0"
"405343",0,"1","3","5","1","0","0","0"
"92050",0,"10","6","10","1","0","0","0"
"451124",0,"10","0","3","2","1","1","0"
"131263",0,"8","1","8","3","0","0","0"
"327474",0,"17","3","10","2","0","1","0"
"280106",0,"20","2","12","1","0","1","0"
"399121",0,"4","6","6","2","0","1","0"
"383389",0,"11","3","7","2","0","1","0"
"139771",0,"6","1","8","2","0","0","0"
"366260",0,"10","3","7","2","0","1","0"
"4712",0,"14","4","3","2","0","0","0"
"76096",0,"21","3","11","2","0","0","0"
"175757",0,"5","1","6","1","0","0","0"
"218206",0,"17","4","4","2","0","1","0"
"66499",0,"17","3","11","1","0","1","0"
"202023",0,"16","2","4","2","0","1","0"
"241455",0,"17","0","2","1","0","1","0"
"5716",0,"13","3","3","2","0","0","0"
"123934",0,"11","5","8","1","0","0","0"
"181841",0,"12","6","5","2","0","0","0"
"149025",0,"15","1","7","2","0","1","0"
